Source;Year;Title
Engineering Village;2007;Using Microcomponents and Design Patterns to Build Evolutionary Transaction Services
Engineering Village;2006;Abstract machine and structural availability
Engineering Village;2011;Systematic development of UMLsec design models based on security requirements
Engineering Village;2001;Evaluating meta-programming mechanisms for ORB middleware
Engineering Village;2004;Model-driven business process integration and management: A case study with the Bank SinoPac regional service platform
Engineering Village;2007;Pervasive service composition in the home network
Engineering Village;2004;Real-time 3D transesophageal echocardiography
Engineering Village;2002;Using reflection as a mechanism for enforcing security policies on compiled code
Engineering Village;1998;Use Case Maps as architectural entities for complex systems
Engineering Village;2014;Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation
Engineering Village;2014;Autonomous real time requirements tracing
Engineering Village;2004;Multiparadigm modeling in embedded systems design
Engineering Village;2007;Fault-models in wireless communication: Towards survivable ad hoc networks
Engineering Village;2003;Assessing Systems Adaptability to a Product Family
Engineering Village;2004;Alerts in mobile healthcare applications: Requirements and pilot study
Engineering Village;2007;Managing requirements or being managed by requirements - Results of an empirical study
Engineering Village;2005;Identifying contingency requirements using Obstacle Analysis
Engineering Village;1998;Strategy scorecards
Engineering Village;2007;Film strain measurement through hyperspectral polarimetry
Engineering Village;2009;Study on China Digital Ocean Prototype System
Engineering Village;2014;System requirements for an advanced cockpit to reduce workload and stress
Engineering Village;2012;A tool for managing evolving security requirements
Engineering Village;2010;iStar 2010 - Proceedings of the 4th International i* Workshop
Engineering Village;2011;A tool for managing evolving security requirements
Engineering Village;2013;Optimal collector type and temperature in a solar organic rankine cycle system for building-scale power generation in hot and humid climate
Engineering Village;2013;Optimal collector type and temperature in a solar organic rankine cycle system for building-scale power generation in hot and humid climate
Engineering Village;2009;Wetting and drying responses of gas diffusion layers and proton exchange membrane to current transients
Engineering Village;2005;Guidance on design of Internet-based process control systems
Engineering Village;2010;A generic architecture for surveillance systems
Engineering Village;2007;Workflow automation for processing plasma fusion simulation data
Engineering Village;2006;A context-aware system based on service-oriented architecture
Engineering Village;2007;Improving network infrastructure security using geospatial technology
Engineering Village;2002;Proceedings of the third international workshop on software and performance WOSP2002
Engineering Village;2005;Pervasive Computing: Third International Conference, PERVASIVE 2005, Proceedings
Engineering Village;2006;AuViM: A middleware for audio/video sensor networks
Engineering Village;2007;MOFBAN: A lightweight modular framework for body area networks
Engineering Village;2006;Information distribution and team situational awareness: An experimental study
Engineering Village;2006;Proceedings of the 10th IASTED International Conference on Software Engineering and Applications, SEA 2006
Engineering Village;2011;Analysis of solar organic rankine cycle for a building in hot and humid climate
Engineering Village;2007;A configurable event correlation architecture for adaptive J2EE applications
Engineering Village;2007;Towards autonomic management of communications networks
Engineering Village;2003;Decision support tools for market participants
Engineering Village;2010;Risk-based confidentiality requirements specification for outsourced IT systems
Engineering Village;2006;Managing information security complexity
Engineering Village;2006;Conservation GIS: Current applications and emerging needs
Engineering Village;2006;Requirements of quality of service in wireless sensor network
Engineering Village;2014;Implementation decision making for internetware driven by quality requirements
Engineering Village;2005;Applied software engineering education
Engineering Village;2006;Policy-driven middleware for self-adaptation of Web services compositions
Engineering Village;2002;Fusing hard and soft computing for fault management in telecommunications systems
Engineering Village;2001;Modelling health care processes for eliciting user requirements: A way to link a quality paradigm and clinical information system design
Engineering Village;2006;An integrated and dynamic multi-object trade-off mechanism model based on process management in software project
Engineering Village;2006;The development, implementation and future of the AGS data formats for the transfer of geotechnical and geoenvironmental data by electronic means
Engineering Village;2003;Interactive Grid Architecture for Application Service Providers
Engineering Village;2002;Supporting event based traceability through high-level recognition of change events
Engineering Village;2005;Advanced automation technology reduces refinery energy costs
Engineering Village;2006;Evaluating filtering strategies for decentralized handover prediction in the wireless internet
Engineering Village;2006;Achieving functional safety of audi dynamic steering using a structured development process
Engineering Village;1991;Space-based AFSCN augmentation system
Engineering Village;2007;Advancements in aircraft model force and attitude instrumentation by integrating statistical methods
Engineering Village;2005;GMPLS operations and management: Today's challenges and solutions for tomorrow
Engineering Village;2006;WSCPC: An architecture using semantic web services for collaborative product commerce
Engineering Village;2005;Interprovider IP-MPLS services: Requirements, implementations, and challenges
Engineering Village;2005;Semi-supervised support vector machines for data classification with uncertainty
Engineering Village;2011;Empirical evaluation of tropos4AS modelling
Engineering Village;2005;Structural rehabilitation of the Heart Lake tunnel
Engineering Village;2005;Information processing techniques: A major asset for the aging and life management of key NPP components
Engineering Village;2006;Software tool construction for deployment of JMX services in distributed testbeds
Engineering Village;2002;Requirement specifications for an enterprise level collaborative, data collection, quality management and manufacturing tool for an EMS provider
Engineering Village;2013;Measuring compound concentrations using the AGI Universal Sampler, a time-integrated, passive gas and liquid sampler
Engineering Village;2007;Requirements validation testing on the 7 optical fiber array connector/cable assemblies for the lunar reconnaissance orbiter (LRO)
Engineering Village;2006;Proceedings of the 30th Annual IEEE/NASA Software Engineering Workshop, SEW-30
Engineering Village;2007;Trade-off between performance and energy consumption in wireless sensor networks
Engineering Village;2012;Towards dynamic evolution of self-Adaptive systems based on dynamic updating of control loops
Engineering Village;2014;The design of the european ground systems - Common core (EGS-CC)
Engineering Village;2010;Adaptive goals for self-adaptive service compositions
Engineering Village;2013;Designing an adaptive computer-aided ambulance dispatch system with Zanshin: An experience report
Engineering Village;2014;The actor's view of automated planning and acting: A position paper
Engineering Village;2014;Power efficient ultra wide band based wireless body area networks with narrowband feedback path
Engineering Village;2005;The role of deferred requirements in a longitudinal study of entailing
Engineering Village;2008;Developing a multiagent conference management system using the O-MaSE process framework
Engineering Village;2007;Requirements change management process models: An evaluation
Engineering Village;2009;Ontological support for managing non-functional requirements in pervasive healthcare
Engineering Village;2010;First step towards a domain specific language for self-adaptive systems
Engineering Village;2009;Engineering adaptive requirements
Engineering Village;2013;Using goals and customizable services to improve adaptability of process-based service compositions
Engineering Village;2012;Security threats and security policy in wireless sensor networks
Engineering Village;2007;Euro-Par 2006 Workshops: Parallel Processing CoreGRID 2006, UNICORE Summit 2006, Petascale Computational Biology and Bioinformatics Revised Selected Papers
Engineering Village;2013;Groundwater management during excavations of S. Pasquale station in Naples
Engineering Village;2012;Model driven provisioning in multi-tenant clouds
Engineering Village;2007;Requirements-driven design and configuration management of business processes
Engineering Village;2009;Feature Interactions in Software and Communication Systems X
Engineering Village;2012;Engineering Secure Software and Systems - 4th International Symposium, ESSoS 2012, Proceedings
Engineering Village;2007;Dynamic requirements specification for adaptable and open service-oriented systems
Engineering Village;2002;SIMOO-RT - An object-oriented framework for the development of real-time industrial automation systems
Engineering Village;2013;7th International Conference on Research Challenges in Information Science, RCIS 2013 - Conference Proceedings
Engineering Village;2012;How to design and deliver process context sensitive information: Concept and prototype
Engineering Village;2014;A self-tuning scientific framework using model-driven engineering for heterogeneous execution platforms
Engineering Village;2008;Using process models for the design of service-oriented architectures: Methodology and E-commerce case study
Engineering Village;1991;Object-Oriented Software Development Method. A practical approach to object-oriented development
Engineering Village;2011;From awareness requirements to adaptive systems: A control-theoretic approach
Engineering Village;1995;GPS ground antenna & monitor station upgrades: system analysis & design
Engineering Village;2010;User requirement analysis for personalized cancer dietary planning and menu construction
Engineering Village;2009;ASE2009 - 24th IEEE/ACM International Conference on Automated Software Engineering
Engineering Village;1998;Proceedings of the 1998 20th International Conference on Software Engineering
Engineering Village;2004;The think aloud method: A guide to user interface design
Engineering Village;2013;Ontological goal modelling for proactive assistive living in smart environments
Engineering Village;2013;Ontological goal modelling for proactive assistive living in smart environments
Engineering Village;2008;Goal-based modeling of Dynamically Adaptive System requirements
Engineering Village;2008;Designs can talk: A case of feedback for design evolution in assistive technology
Engineering Village;2004;Cognitive approach to control of socio-economie systems security
Engineering Village;2013;Self-adaptive systems requirements modelling: Four related approaches comparison
Engineering Village;2012;EuroPLoP 2011 - 16th European Conference on Pattern Languages of Programs, Invited Post-Proceedings
Engineering Village;2007;Combining model processing and middleware configuration for building distributed high-integrity systems
Engineering Village;2009;Proceedings of the Forum at the CAiSE 2009 Conference
Engineering Village;2008;Methodology and tools for the design and verification of a smart management system for home comfort
Engineering Village;2013;Proceedings - IEEE 5th International Conference on Cloud Computing Technology and Science, CloudCom 2013
Engineering Village;2013;Proceedings - IEEE 5th International Conference on Cloud Computing Technology and Science, CloudCom 2013
Engineering Village;2008;GOLD infrastructure for virtual organizations
Engineering Village;2005;Proceedings of the ACM SIGAda Annual International Conference, SIGAda 2005: The Engineering of Correct and Reliable Software for Real-Time and Distributed Systems using Ada and Related Technologies
Engineering Village;2014;33rd International Conference on Conceptual Modeling, ER 2014
Engineering Village;2014;SOFSEM 2014: Theory and Practice of Computer Science - 40th International Conference on Current Trends in Theory and Practice of Computer Science, Proceedings
Engineering Village;2005;Modeling Security Requirements through ownership, permission and delegation
Engineering Village;2014;9th International Conference on Dependability and Complex Systems, DepCoS-RELCOMEX 2014
Engineering Village;2013;An aggregated energy security performance indicator
Engineering Village;1996;Managing multiple requirements perspectives with metamodels
Engineering Village;2012;On the Move to Meaningful Internet Systems: OTM 2012 Workshops - Confederated International Workshops: OTM Academy, Industry Case Studies Program, EI2N, INBAST, META4eS, OnToContent, ORM, SeDeS, SINCOM, and SOMOCO 2012, Proceedings
Engineering Village;2013;Product-Focused Software Process Improvement - 14th International Conference, PROFES 2013, Proceedings
Engineering Village;2010;From adaptive systems design to autonomous agent design
Engineering Village;2009;Natural Language Processing and Information Systems - 14th International Conference on Applications of Natural Language to Information Systems, NLDB 2009, Revised Papers
Engineering Village;2012;Mobile application supported lifestyle intervention to lower prostate cancer risk
Engineering Village;2007;Agent-Oriented Software Engineering VII: 7th International Workshop, AOSE 2006 Revised and Invited Papers
Engineering Village;2004;Founding enterprise systems on enterprise performance analysis
Engineering Village;1993;Proceedings of the 15th International Conference on Software Engineering
Engineering Village;2007;SBPM 2007 - Proceedings of the Workshop on Semantic Business Process and Product Lifecycle Management, Held in Conjunction with the 3rd European Semantic Web Conference, ESWC 2007
Engineering Village;2007;Service level agreements: Web services and security
Engineering Village;2005;Toward improvement-oriented reuse of experience in engineering design processes
Engineering Village;1993;Proceedings of the 9th Conference on Artificial Intelligence for Applications
Engineering Village;2007;Proceedings - International Conference on Global Software Engineering, ICGSE 2007
Engineering Village;2013;Environmental regulation of hydraulic fracturing in Queensland
Engineering Village;2005;IFIP TC 5/ WG 5.5 6th IFIP International Conference on Information Technology for Balanced Automation Systems in Manufacturing and Services, BASYS 2004
Engineering Village;2007;Building secure products and solutions
Engineering Village;2006;Keeping track of crosscutting requirements in UML models via context-based constraints
Engineering Village;2012;From use cases and their relationships to code
Engineering Village;2001;Requirements-based dynamic metrics in object-oriented systems
Engineering Village;2014;A requirements-led approach for specifying QoS-aware service choreographies: An experience report
Engineering Village;2013;A systematic approach to generate and clarify consistent requirements
Engineering Village;2006;Requirement error abstraction and classification: An empirical study
Engineering Village;1999;Managing requirements inconsistency with development goal monitors
Engineering Village;2004;Designing quality architecture: Incorporating ISO standards into the unified process
ACMDL;2008;An integrated approach to supporting interaction evolution in home care systems
ACMDL;1998;Formalizing space shuttle software requirements: four case studies
ACMDL;2010;Requirements reflection: requirements as runtime entities
ACMDL;2009;Rôle of domain engineering in software development—why current requirements engineering is flawed !
ACMDL;2009;RUP-based process model for security requirements engineering in value-added service development
ACMDL;2013;A method for modeling of KPIs enabling validation of their properties
ACMDL;2010;An experience in using a tool for evaluating a large set of natural language requirements
ACMDL;2005;Eliciting confidentiality requirements in practice
ACMDL;2004;An integrated approach to engineer and enforce context constraints in RBAC environments
ACMDL;2010;Imprinting community college computer science education with software engineering principles: work in progress
ACMDL;2004;Elaborating Security Requirements by Construction of Intentional Anti-Models
ACMDL;2005;The application of compile-time reflection to software fault tolerance using ada 95
ACMDL;2001;A software engineering perspective on algorithmics
ACMDL;2008;RGPS: a unified requirements meta-modeling frame for networked software
ACMDL;2014;Mobile Usability Testing Requirements and their Implementation in the Automation Engineering Industry
ACMDL;2011;System identification for adaptive software systems: a requirements engineering perspective
ACMDL;2012;Monitoring strategic goals in data warehouses with awareness requirements
ACMDL;2014;Advent: a system architecture for advanced monitoring of elders with chronic conditions
ACMDL;2015;Experience in using business scenarios to assess COTS components in integrated solutions
ACMDL;2004;Integrating creativity workshops into structured requirements processes
ACMDL;2010;Finding solutions in goal models: an interactive backward reasoning approach
ACMDL;2007;Early Aspects at ICSE 2007: Workshop on Aspect-Oriented Requirements Engineering and Architecture Design
ACMDL;2011;CSSL: a logic for specifying conditional scenarios
ACMDL;2005;An empirical study of industrial requirements engineering process assessment and improvement
ACMDL;2014;Privacy and security requirements framework for the internet of things (IoT)
ACMDL;2012;A requirements-based approach for the design of adaptive systems
ACMDL;2014;Engineering of quality requirements as perceived by near-shore development centers' architects in eastern Europe: the hole in the whole
ACMDL;2011;Automatic derivation of utility functions for monitoring software requirements
ACMDL;2011;Evolving requirements in socio-technical systems: concepts and practice
ACMDL;2003;Value-based software engineering
ACMDL;2014;Requirements engineering approach for real-time and embedded systems: a case study of android-based smart phone devices
ACMDL;2011;Hazard-based selection of test cases
ACMDL;1998;From Early to Late Formal Requirements: A Process-Control Case Study
ACMDL;2002;Handling the knowledge acquired during the requirements engineering process: a case study
ACMDL;2014;A Self-tuning Scientific Framework using Model-Driven Engineering for Heterogeneous Execution Platforms
ACMDL;2013;Developing self managing software systems using agile modeling
ACMDL;2013;Requirements models for design- and runtime: a position paper
ACMDL;2006;Modeling mental states in the analysis of multiagent systems requirements
ACMDL;2011;From aspect-oriented requirements models to aspect-oriented business process design models: an iterative and concern-driven approach for software engineering
ACMDL;2014;Automated requirements analysis for a molecular watchdog timer
ACMDL;2009;Software self-reconfiguration: a BDI-based approach
ACMDL;2005;Establishing trustworthiness in services of the critical infrastructure through certification and accreditation
ACMDL;2009;On lightweight mobile phone application certification
ACMDL;2008;Automated instrumentation of contracts and scenarios for requirements validation in .net
ACMDL;2011;The Capture Calculus Toolset
ACMDL;2007;Switch or Struggle: Risk Assessment for Late Integration of COTS Components
ACMDL;2013;Autonomy requirements engineering: a case study on the BepiColombo mission
ACMDL;2008;Mulit-level system integration based on AUTOSAR
ACMDL;2006;From stakeholder goals to product features: towards a role-based variability framework with decision boundary
ACMDL;1998;Reconciling System Requirements and Runtime Behavior
ACMDL;2010;Reasoning about agents and protocols via goals and commitments
ACMDL;2006;Building problem domain ontology from security requirements in regulatory documents
ACMDL;2011;Lean+ manufacturing process analysis simulation (LPAS+)
ACMDL;2014;Cloud adoption: prioritizing obstacles and obstacles resolution tactics using AHP
ACMDL;2012;Applying industrial-strength testing techniques to critical care medical equipment
ACMDL;2009;Designing a citation-sensitive research tool: an initial study of browsing-specific information needs
ACMDL;2015;Improving Business Value Assurance in Large-Scale IT Projects—A Quantitative Method Based on Founded Requirements Assessment
ACMDL;2012;Testing highly complex system of systems: an industrial case study
ACMDL;2015;The Requirements Problem for Adaptive Systems
ACMDL;2014;Modelling and analysing contextual failures for dependability requirements
ACMDL;2007;Towards evolution of strategic IT requirements
ACMDL;2011;Rule-based context-aware adaptation using a goal-oriented ontology
ACMDL;2007;An agent-supported simulation framework for metric-aware dynamic fidelity modeling
ACMDL;2012;Relaxing claims: coping with uncertainty while evaluating assumptions at run time
ACMDL;2007;The role of the software practitioner in the development of public safety software-intensive systems
ACMDL;2010;SysML-based requirement modeling environment for multicore embedded system
ACMDL;2007;Analysing and enhancing business processes and IT-systems for mobile workforce automation: a framework approach
ACMDL;2008;Design patterns: between programming and software design
ACMDL;2013;Open source patient-controlled analgesic pump requirements documentation
ACMDL;2010;"Towards the identification of ""Guilty"" performance antipatterns"
ACMDL;2007;Can Requirements Be Creative? Experiences with an Enhanced Air Space Management System
ACMDL;2010;A typology to support HIS design for collaborative healthcare delivery
ACMDL;2009;Learning operational requirements from goal models
ACMDL;2009;Concept analysis for product line requirements
ACMDL;2012;Using complementary models-based approaches for representing and analysing ATM systems' variability
ACMDL;2011;Separation of scattered concerns: a graph based approach for aspect mining
ACMDL;2006;Engineering safety-related requirements for software-intensive systems
ACMDL;2014;Uncertainty, risk, and information value in software requirements and architecture
ACMDL;2011;A case study on benefits and side-effects of agile practices in large-scale requirements engineering
ACMDL;2012;Incremental formal verification for model refining
ACMDL;2013;Counter play-out: executing unrealizable scenario-based specifications
ACMDL;2010;Live goals for adaptive service compositions
ACMDL;2004;Eliciting service composition in a goal driven manner
ACMDL;2008;Patterns and traceability in teaching software architecture
ACMDL;2010;Bottom billion architecture: an extensible software architecture for ICT access in the rural developing world
ACMDL;2006;Moving from cultural probes to agent-oriented requirements engineering
ACMDL;2011;Analyzing goal models: different approaches and how to choose among them
ACMDL;2001;Fast formal analysis of requirements via “Topoi Diagrams”
ACMDL;2010;A deidealisation semantics for KAOS
ACMDL;2014;Self-adaptation through incremental generative model transformations at runtime
ACMDL;2013;Engineering adaptation with Zanshin: an experience report
ACMDL;2015;Editorial: “Complexity of Systems Evolution: Requirements Engineering Perspective”
ACMDL;2005;Goal-centric traceability for managing non-functional requirements
ACMDL;2006;Analyzing crosscutting in the problem frames approach
ACMDL;2008;3rd international workshop on advances and applications of problem frames
ACMDL;2011;Integrating mobile devices into the car ecosystem: tablets and smartphones as vital part of the car
ACMDL;2007;Toward a text classification system for the quality assessment of software requirements written in natural language
ACMDL;2015;Impediments to Regulatory Compliance of Requirements in Contractual Systems Engineering Projects: A Case Study
ACMDL;2011;Cloud adoption: a goal-oriented requirements engineering approach
ACMDL;2007;A requirements analysis framework for open systems requirements engineering
ACMDL;2009;Operational semantics of goal models in adaptive agents
ACMDL;2013;A few thoughts on engineering social machines: extended abstract
ACMDL;2009;Do you smell rotten eggs?': evaluating interactions with mobile agents in crisis response situations
ACMDL;2010;DREAMER: a design rationale environment for argumentation, modeling and engineering requirements
ACMDL;2009;When users become collaborators: towards continuous and context-aware user input
ACMDL;2005;Detecting and resolving semantic pathologies in UML sequence diagrams
ACMDL;1998;The Safety Requirements Engineering Dilemma
ACMDL;2008;Rational quality requirements for medical software
ACMDL;2014;A goal-oriented requirements engineering approach for the ambient assisted living domain
ACMDL;2009;Conceptual application domain modelling
ACMDL;2009;Middleware-based distributed systems software process
ACMDL;2014;The many faces of operationalization in goal-oriented requirements engineering
ACMDL;2007;A Sound Assertion Semantics for the Dependable Systems Evolution Verifying Compiler
ACMDL;2010;"Analysing ""people"" problems in requirements engineering"
ACMDL;2012;Position paper: approach for architectural design and modelling with documented design decisions (ADMD3)
ACMDL;2002;5SL: a language for declarative specification and generation of digital libraries
ACMDL;2010;Expressing aspectual interactions in requirements engineering: experiences in the slot machine domain
ACMDL;2007;A design framework for generating BDI-agents from goal models
ACMDL;2009;Semantic vs. syntactic compositions in aspect-oriented requirements engineering: an empirical study
ACMDL;2006;Requirements-driven design of autonomic application software
ACMDL;2001;A knowledge level software engineering methodology for agent oriented programming
ACMDL;2014;Softgoal-based plan selection in model-driven BDI agents
ACMDL;2013;Tool support for semantic task modeling
ACMDL;2007;Pedestrian Navigation Systems: a Case Study of Deep Personalization
ACMDL;2005;Clinical requirements engineering
ACMDL;2007;Trade-off between performance and energy consumption in wireless sensor networks
ACMDL;2003;An approach to engineer and enforce context constraints in an RBAC environment
ACMDL;1996;Automated consistency checking of requirements specifications
ACMDL;2011;Automating analysis of qualitative preferences in goal-oriented requirements engineering
ACMDL;2014;To connect or not to connect: experiences from modeling topological variability
ACMDL;2008;Aspect-oriented modeling approach to define routing in enterprise service bus architectures
ACMDL;2000;Requirements engineering in the year 00: a research perspective
ACMDL;2003;Requirements interaction management
ACMDL;2005;Scheduling and memory requirements analysis with AADL
ACMDL;2012;On the role of requirements in understanding and managing technical debt
ACMDL;2010;Proceedings of the 3rd International Workshop on Monitoring, Adaptation and Beyond
ACMDL;2014;Non-Functional Requirements for Distributable User Interfaces in Agile Processes
ACMDL;2014;From requirements to statecharts via design refinement
ACMDL;2009;i*-prefer: optimizing requirements elicitation process based on actor preferences
ACMDL;2014;Developing a sustainability non-functional requirements framework
ACMDL;2006;Goal-Oriented Development of BDI Agents: The PRACTIONIST Approach
ACMDL;2014;On the impact of UML analysis models on source-code comprehensibility and modifiability
ACMDL;2012;Goal models as run-time entities in context-aware systems
ACMDL;2008;Requirements engineering for home care technology
ACMDL;2012;Elicitation of Security requirements for E-Health system by applying Model Oriented Security Requirements Engineering (MOSRE) Framework
ACMDL;2000;Requirements engineering for product families
ACMDL;2013;Engineering adaptation with zanshin: an experience report
ACMDL;2005;ReQuEst: Requirements-driven quality estimator
ACMDL;2000;Formal Tools for Managing Inconsistency and Change in RE
ACMDL;2009;Collaborative social modeling for designing a patient wellness tracking system in a nurse-managed health care center
ACMDL;2012;On adopting multi-criteria decision-making approaches for variability management in software product lines
ACMDL;2005;Improving situation awareness in anaesthesiology
ACMDL;2005;Towards requirements-driven autonomic systems design
ACMDL;2011;Description Logic Based BDI Implementation for Goal-Directed Semantic Agents
ACMDL;2007;Tool Support for Inspecting the Code Quality of HPC Applications
ACMDL;2002;Multiple instances and symbolic variables in executable sequence charts
ACMDL;2011;Runtime models for automatic reorganization of multi-robot systems
ACMDL;2007;Evaluating User-centric Adaptation with Goal Models
ACMDL;2008;Aspect-oriented requirements engineering: a roadmap
ACMDL;2006;Aspects, dependencies, and interactions
ACMDL;2007;From crosscutting concerns to web systems models
ACMDL;2011;Stream: a strategy for transition between requirements models and architectural models
ACMDL;2011;Evolving requirements in patient-centered software
ACMDL;2001;Process-centered software engineering environments: academic and industrial perspectives
ACMDL;2010;From collective knowledge to intelligence: pre-requirements analysis of large and complex systems
ACMDL;2007;Research Directions in Requirements Engineering
ACMDL;2010;transML: a family of languages to model model transformations
ACMDL;2009;Evaluating Organizational Configurations
ACMDL;2008;The design and implementation of land-based target system for Korean destroyer combat systems
ACMDL;2008;A context analysis method for constructing reliable embedded systems
ACMDL;2011;Towards a requirements-driven framework for detecting malicious behavior against software systems
ACMDL;2010;Bee-sensor: a step towards meta-routing strategies in hybrid ad hoc networks
ACMDL;2007;A data warehouse architecture for clinical data warehousing
ACMDL;2013;First international workshop on usability and accessibility focused requirements engineering (UsARE 2012): summary report
ACMDL;2010;Synthesis of live behaviour models
Springer;2010;A goal-based framework for contextual requirements modeling and analysis
Springer;2013;Requirements-driven software evolution
Springer;2009;Monitoring and diagnosing software requirements
Springer;2014;A framework for the operationalization of monitoring in business intelligence requirements engineering
Springer;2006;PC-RE: a method for personal and contextual requirements engineering with some experience
Springer;2010;RELAX: a language to address uncertainty in self-adaptive systems requirement
Springer;2007;Early verification and validation of mission critical systems
Springer;2006;A requirements monitoring framework for enterprise systems
Springer;2009;BISE – Call for PapersIssue 3/2010High-Impact Requirements Engineering
Springer;2014;Model-Based Management of Strategic Initiatives
Springer;1994;The user modeling shell system BGP-MS
Springer;2014;SAT based enforcement of domotic effects in smart environments
