Source;Year;Title;Keywords;Abstract
SCOPUS;2006;Requirements-driven design of autonomic application software;;Autonomic computing systems reduce software maintenance costs and management complexity by taking on the responsibility for their configuration, optimization, healing, and protection. These tasks are accomplished by switching at runtime to a different system behaviour - the one that is more efficient, more secure, more stable, etc. - while still fulfilling the main purpose of the system. Thus, identifying the objectives of the system, analyzing alternative ways of how these objectives can be met, and designing a system that supports all or some of these alternative behaviours is a promising way to develop autonomic systems. This paper proposes the use of requirements goal models as a foundation for such software development process and demonstrates this on an example. © 2006 Alexei Lapouchnian, Yijun Yu, Sotirios Liaskos, John Mylopoulos.
SCOPUS;2006;Efficient trace monitoring;;A wealth of recent research involves generating program monitors from declarative specifications. Doing this efficiently has proved challenging, and available implementations often produce infeasibly slow monitors. We demonstrate how to dramatically improve performance - typically reducing overheads to within an order of magnitude of the program's normal runtime.
SCOPUS;2006;Keeping track of crosscutting requirements in UML models via context-based constraints;AOP,, AOSD,, Constraints,, Modelling,, Requirements engineering,, UML;One crosscutting requirement (also called aspect) affects several parts of a software system. Handling aspects is well understood at source-code level or at runtime. However, only a few aspect-oriented approaches handle other software artefact types, like UML models, configuration files, or database schema definitions. Instead of re-writing the same aspect newly for each artefact type, this paper suggests to write down an aspect once independent of artefact types.But, wait a minute: Which places does such an aspect affect? Where do we weave in an aspect if its pointcut doesn't refer to artefact details? This paper suggests expressing aspects via Context-Based Constraints (CoCons). They select their constrained system elements according to the element's context. For instance, CoCons affect all system elements used in a certain department, workflow, or location. CoCons are easy to grasp for users and customers because they express business requirements without referring to technical details. This paper focuses on how to express and monitor crosscutting requirements in UML models via CoCons. Moreover, it reveals that CoCons are a new notion of constrains by comparing CoCons to the Object Constraint Language OCL.
SCOPUS;2006;Preprocessing the MAP problem;;The MAP problem for Bayesian networks is the problem of finding for a set of variables an instantiation of highest posterior probability given the available evidence. The problem is known to be computationally infeasible in general. In this paper, we present a method for preprocessing the MAP problem with the aim of reducing the runtime requirements for its solution. Our method exploits the concepts of Markov and MAP blanket for deriving partial information about a solution to the problem. We investigate the practicability of our preprocessing method in combination with an exact algorithm for solving the MAP problem for some real Bayesian networks.
SCOPUS;2006;Selective code/data migration for reducing communication energy in embedded MpSoC architectures;Energy,, Migration,, MPSoC;Proliferation of embedded on-chip multiprocessor architectures (MpSoC) motivates researchers from both academia and industry to consider optimization techniques for such architectures. While many proposals on code/data partitioning on parallel architectures try to minimize interprocessor communication requirements at runtime, many applications still have significant runtime communication requirements. This paper proposes a novel task/data migration scheme that decides whether to migrate task or data in order to satisfy a given communication requirement. The choice between the two options is made at runtime based on the statistics collected off-line through profiling. An important characteristic of the approach proposed in this paper is that it takes into account future uses of tasks and data and tries to make a decision that is globally optimal (i.e., when considering multiple communications not just the current one). Our results collected so far are very encouraging and indicate that the proposed selective migration strategy is very successful in practice, reducing communication energy and total energy by 38.6% (resp. 18.9%) and 13.8% (resp. 6.8%) on an average, as compared to task (resp. data) migration only, across ten embedded applications tested. Copyright 2006 ACM.
SCOPUS;2006;Generic architecture and mechanisms for protocol reconfiguration;Binding,, Protocol component,, Protocol stack,, Reconfiguration;The next generation of wireless mobile communications termed beyond 3G (or 4G) will be based on a heterogeneous infrastructure that comprises different wireless networks in a complementary manner. Beyond 3G will introduce reconfiguration capabilities to flexibly and dynamically (i.e. during operation) adapt the wireless protocol stacks to better meet the ever-changing service requirements. For the dynamic reconfiguration of protocol stacks during runtime operation to become a practical capability of mobile communication systems it is necessary to establish a software architecture that functionally supports reconfiguration. In the present paper a generic architecture and respective mechanisms to achieve protocol stack and component based protocol layer reconfiguration are proposed. © Springer Science + Business Media LLC 2006.
SCOPUS;2006;Proceedings 2006 Australian Software Engineering Conference;;The proceedings contain 44 papers. The topics discussed include: an agile approach to support incremental development of requirements specifications,, requirements capture and specifications for enterprise applications: a UML based attempt,, compatibility test for coordination aspects of software components,, a framework for checking behavioral compatibility for component composition,, a runtime monitoring and validation framework for web service interactions,, checking conformance between business processes and web service contract in service oriented applications,, a coordinated architecture for the agent-based service level agreement negotiation of web service composition,, optimizing web services performance with table driven XML,, design of agent-oriented pattern templates,, a framework for evaluating alternative architectures and its application to financial business processes,, and a service-oriented architecture for software process technology,, the transparent adaptation approach to the development of awareness mechanisms for groupware.
SCOPUS;2006;Comparative evaluation of dependability characteristics for peer-to-peer architectural styles by simulation;Architectural style,, Dependability,, Peer-to-peer system;An important concern for the successful deployment of a dependable system is its quality of service (QoS), which is significantly influenced by its architectural style. We propose the comparative evaluation of architectural styles by simulation. Our approach integrates architectural styles and concrete architectures to enable early design-space exploration in order to predict the QoS of peer-to-peer systems. We illustrate the approach via two case studies where availability of resources and performance of peer-to-peer search methods are evaluated. Based on our experience with these simulation environments, we sketch tool support for simulating architectural changes at runtime. © 2006 Elsevier Inc. All rights reserved.
SCOPUS;2006;Non-intrusive monitoring of service-based systems;Runtime requirements monitoring,, Service-based systems;This paper presents a framework for monitoring the compliance of systems composed of Web-services with requirements set for them at runtime. This framework assumes systems composed of Web-services which are co-coordinated by a service composition process expressed in BPEL and uses event calculus to specify the requirements to be monitored. These requirements may include behavioral properties of a system which are automatically extracted from the specification of its composition process in BPEL and/or assumptions that system providers can specify in terms of events extracted from this specification. © World Scientific Publishing Company.
SCOPUS;2006;Research on architecture of support environment for distributed simulation;Architecture,, Runtime infrastructure,, Simulation management,, Simulation repository,, Support environment;Support environment for distributed simulation that integrates various simulation/modeling tools is the main trend in simulation domain. It can be applied in full life cycle of simulation system from requirement analysis to maintenance and training. The architecture is one of the most important factors that influences the performance of support environment. A hierarchical architecture was devised which includes the layer of simulation repository, the layer of runtime infrastructure and the layer of simulation management. The components of each layer were analyzed, and the relationship between two different layers was discussed.
SCOPUS;2006;Impact of virtual execution environments on processor energy consumption and hardware adaptation;Energy Efficiency,, Hardware Adaptation,, Power Dissipation;During recent years, microprocessor energy consumption has been surging and efforts to reduce power and energy have received a lot of attention. At the same time, virtual execution environments (VEEs), such as Java virtual machines, have grown in popularity. Hence, it is important to evaluate the impact of virtual execution environments on microprocessor energy consumption. This paper characterizes the energy and power impact of two important components of VEEs, Just-in-time (JIT) optimization and garbage collection. We find that by reducing instruction counts, JIT optimization significantly reduces energy consumption, while garbage collection incurs runtime overhead that consumes more energy. Importantly, both JIT optimization and garbage collection decrease the average power dissipated by a program. Detailed analysis reveals that both JIT optimizer and JIT optimized code dissipate less power than un-optimized code. On the other hand, being memory bound and with low ILP, the garbage collector dissipates less power than the application code, but rarely affects the average power of the latter. Adaptive microarchitectures are another recent trend for energy reduction where microarchitectural resources can be dynamically tuned to match program runtime requirements. This research reveals that both JIT optimization and garbage collection alter a program's behavior and runtime requirements, which considerably affects the adaptation of configurable hardware units, and influences the overall energy consumption. This work also demonstrates that the adaptation preferences of the two VEE services differ substantially from those of the application code. Both VEE services prefer a simple core for high energy reduction. On the other hand, the JIT optimizer usually requires larger data caches, while the garbage collector rarely benefits from large data caches. The insights gained in this paper point to novel techniques that can further reduce microprocessor energy consumption. Copyright © 2006 ACM.
SCOPUS;2006;A genuine design manufacturability check for designers;;The design of integrated circuits (ICs) has been made possible by a simple contract between design and manufacturing: Manufacturing teams encapsulated their process capabilities into a set of design rules such as minimum width and spacing or overlap for each layer, and designers complied with these design rules to get a manufacturable IC. However, since the advent of 90nm technology, designers have to play by the new rules of sub-90nm technologies. The simple design rules have evolved into extremely complex, context-dependent rules. Minimum design rules have been augmented with many levels of yield-driven recommended guidelines. One of the main drivers behind these complex rules is the increase in optical proximity effects that are directly impacting systematic and parametric yields for sub-90nm designs. The design's sensitivity to optical proximity effects increases as features get smaller, however design engineers do not have visibility into the manufacturability of these features. A genuine design for manufacturing (DFM) solution for designers should provide a fast, easy-to-use and cost-effective solution that accurately predicts the designs sensitivity to shape variations throughout the design process. It should identify and reduce design sensitivity by predicting and reducing shape variations. The interface between manufacturing and design must provide designers with the right information to allow them to maximize the manufacturability of their design while shielding them from the effects of resolution enhancement technologies (RET) and manufacturing complexity. This solution should also protect the manufacturing know-how in the case of a fabless foundry flow. Currently, the interface between manufacturing and design solely relies on design rules that do not provide these capabilities. A common proposition for design engineers in predicting shape variation is to move the entire RET/OPC/ORC into the hands of the designer. However, this approach has several major practicality issues that make it unfeasible, even as a "service" offered to designers: • Cost associated with replicating the flow on designer's desktop. • The ability of designers to understand RET/OPC and perform lithographic judgments. • Confidentiality of the recipes and lithographic settings, especially when working with a foundry. • The level of confidence the fab/foundry side has in accepting the resulting RET/OPC. • Runtime and data volume explosion. • The logistics of reflecting RET/OPC and manufacturing changes. • The ability to tie this capability to EDA optimization tools. In this paper we present a new technique and methodology that overcomes these hurdles and meets both the design and manufacturing requirements by providing a genuine DFM solution to designers. We outline a new manufacturing-to-design interface that has evolved from rule-based to model-based, and provides the required visibility to the designer on their design manufacturability. This approach is similar to other EDA approaches which have been used to successfully capture complex behavior by using a formulation that has a higher level of abstraction (for example, SPICE for transistor behavior). We will present how this unique approach uses this abstracted model to provide very accurate prediction of shape variations and at the same time, meet the runtime requirements for a smooth integration into the design flow at 90nm and below. This DFM technology enables designers to improve their design manufacturability, which reduces RET complexity, mask cost and time to volume, and increases the process window and yield.
SCOPUS;2006;An agent based synchronization scheme for multimedia applications;Agents,, Delay estimation,, IBM Aglets,, Multimedia,, Playout,, Stream synchronization;Synchronization of multimedia streams is one of the important issue in multimedia communications. In this paper, we propose an adaptive synchronization agency for synchronization of streams by using an agent based approach. The synchronization agency triggers one of the three synchronization mechanisms, point synchronization or real-time continuous or adaptive synchronization in order to adapt to the run-time and life-time presentation requirements of an application. The scheme or agency employs static and mobile agents for the following purpose: to estimate the network delays in real-time based on sustainable stream loss, to compute the skew, to monitor the loss and estimate the playout times of the presentation units. We have experimentally evaluated the scheme by using IBM Aglets and verified its functioning in terms of synchronization loss and mean buffering delays. The benefits of this agent based scheme are: asynchronous and autonomous delay estimation, flexibility, adaptability, software re-usability and maintainability. © 2005 Elsevier Inc. All rights reserved.
SCOPUS;2006;Abstract machine and structural availability;Metric,, Software availability,, Software quality;Abstract machine is the theoretical foundation of software programming. In previous research of software quality on abstract machine, because abstract machine always works correctly without even a small mistake encountered, software availability is concerned without relevant with hardware availability and environmental factors. However, software availability is defined as the probability that software is operating according to requirements at a given point in time. Hardware error, fault or failure surely has negative impact on software operation and decreases software availability. Software runtime environment, such as Operation System and/or some platforms, also have availability lower than 100%. Users tend to consider unrepeatable and unobvious hardware or environmental errors as application errors, and decrease their satisfaction with application. Therefore, such factors should be considered in software availability. Thus, an Abstract Machine with Hardware Reliability (AM-HR) and an Abstract Machine with Environment Reliability (AM-ER) is proposed in this paper to extend the AM theory to enable the investigation of software structural availability. Though structural availability isn't mature enough now, its utility in Change Management is shown to exhibit the promising prospect.
SCOPUS;2006;ANIS: A negotiated integration of services in distributed environments;Distributed systems,, Integration,, Life cycle,, Negotiation,, OSGi,, Services;The development of highly dynamic distributed environments modifies the runtime behavior of applications. Applications tend to use services available everywhere in the environment and would like to, whenever it is possible and/or needed, integrate services offered by the local environment. In particular, if no single service can satisfy the functionality required by the application, combining existing services together should be a possibility in order to fulfill the request. In this article, we propose ANIS: A Negotiated Integration System. Our system provides a framework including a set of integration management interfaces - Integrable, Negotiable, IntegrationLifeCycle - and the tools implementing these interfaces. These tools offer different techniques of integration (local/remote composition, local/remote weaving, deployment by downloading/uploading), negotiation by contracts and the capability to manage the life cycle of the integration. A prototype based on Java platform and OSGi technology is implemented as a proof-of-concept to demonstrate the potential of ANIS1. © Springer-Verlag Berlin Heidelberg 2006.
SCOPUS;2006;A comparison of nearest neighbor search algorithms for generic object recognition;;The nearest neighbor (NN) classifier is well suited for generic object recognition. However, it requires storing the complete training data, and classification time is linear in the amount of data. There are several approaches to improve runtime and/or memory requirements of nearest neighbor methods: Thinning methods select and store only part of the training data for the classifier. Efficient query structures reduce query times. In this paper, we present an experimental comparison and analysis of such methods using the ETH-80 database. We evaluate the following algorithms. Thinning: condensed nearest neighbor, reduced nearest neighbor, Baram's algorithm, the Baram-RNN hybrid algorithm, Gabriel and GSASH thinning. Query structures: kd-tree and approximate nearest neighbor. For the first four thinning algorithms, we also present an extension to k-NN which allows tuning the trade-off between data reduction and classifier degradation. The experiments show that most of the above methods are well suited for generic object recognition. © Springer-Verlag Berlin Heidelberg 2006.
SCOPUS;2006;Improving exception handling by discovering change dependencies in adaptive process management systems;;Process-aware information systems should enable the flexible alignment of business processes to new requirements by supporting deviations from the predefined process model at runtime. To facilitate such dynamic process changes we have adopted techniques from case-based reasoning (CBR). In particular, our existing approach allows to capture the semantics of ad-hoc changes, to support their memorization, and to enable their reuse in upcoming exceptional situations. To further improve change reuse this paper presents an approach for discovering dependencies between ad-hoc modifications from change history. Based on this information better user assistance can be provided when dynamic process changes have to be made. © Springer-Verlag Berlin Heidelberg 2006.
SCOPUS;2005;Business processes management based on stratified grid;Business process design,, Business Process Management,, Collaborative Business Process,, Stratified grid;In the context of current day collaborative business processes, seamlessly integrating the applications residing in different enterprises becomes necessary. Process centered BPM provides the capability for business partners to carry out such processes by providing a platform for cross enterprise applications to take part in the process. However, current business processes management systems based on services can not composite services automatically in order to meet user's requirements and lack the ability of dynamically configuration of services and resources. Roughly, existing methods can be classified into run-time binding based on task decomposition and automatic composition based on bottom-up method, but the former method needs decomposition of complex processes in advance while the later method is more complex. In addition, both methods are not goal-oriented. This paper introduces a stratified grid concept, and based on its characteristics, proposes a goal-oriented business processes management system. The method can search business processes, optimize the composite processes and configure resources in distributed stratified grid environment based on requirements and goals of users. Especially, the method can provide the user best global services and simplify the design of business process.
SCOPUS;2005;Run-time monitoring of requirements for systems composed of Web-services: Initial implementation and evaluation experience;;This paper describes a framework supporting the run-time monitoring of requirements for systems implemented as compositions of web-services specified in BPEL. The requirements that can be monitored are specified in event calculus. The paper presents an overview of the framework and describes the architecture and implementation of a tool that we have developed to ope rationalise it. It also presents the results of a preliminary experimental evaluation of the framework.
SCOPUS;2005;Compile-time stack requirements analysis with GCC motivation, development, and experiments results;;Stack overflows are a major threat to many computer applications and run-time recovery techniques are not always available or appropriate. In such situations, it is of utmost value to prevent overflows from occurring in the first place, which requires evaluating the worst case stack space requirements of an application prior to operational execution time. More generally, as run-time stack areas need memory resources, information on the stack allocation patterns in software components is always of interest. We believe that specialized compiler outputs can be of great value in a stack usage analysis framework and have developed GCC extensions for this purpose. In this paper, we first expand on the motivations for this work, then describe what it consists of so far, future directions envisioned, and experiments results.
SCOPUS;2005;The MAIS approach to web service design;;This paper presents a first attempt to realize a methodological framework supporting the most relevant phases of the design of a value-added service. A value-added service is defined as a functionality of an adaptive and multi-channel information system obtained by composing services offered by different providers. The framework has been developed as part of the MAIS project. The MAIS framework focuses on the following phases of service life cycle: requirements analysis, design, deployment, run time use and negotiation. In the first phase, the designer elicits, validates and negotiates service requirements according to social and business goals. The design phase is in charge of modelling services with an enhanced version of UML, augmented with new features developed within the MAIS project. The deployment phase considers the network infrastructure and, in particular, provides an approach to implement and coordinate the execution of services from different providers. In the run time use and negotiation phase, the MAIS methodology provides support to the optimal selection and quality renegotiation of services and to the dynamic evaluation of management costs. The paper describes the MAIS methodological tools available for different phases of service life cycle and discusses the main guidelines driving the implementation of a service management architecture, called reflective architecture, that complies with the MAIS methodological approach.
SCOPUS;2005;Component-based system development;;The development of an adequate technology for component-based development faces many challenges. This is in particular true for real-time and embedded systems. Based on the exposition in this section, we structure the issues into several groups Component specification: in the context of embedded systems, it is obvious that interface specifications of components must go beyond syntactic information and include functional and extra-functional characteristics and requirements. For real-time systems the temporal attributes of components and systems are of main interest. For embedded systems the properties specifying the resources and the properties related to dependability are important. However, there is still no consensus about how components for real-time systems should be specified. Prediction of system properties from component properties: Even if we assume that we can specify all the relevant properties of components, it is not necessarily known how they will determine the corresponding properties of systems of which they are composed. Moreover, existing component models do not provide support for predictable composition. In this, one should aim for interfaces providing full functional and extra-functional specifications of components are essential. Managing the interplay between achievable system requirements and component specifications: is complex, as the possible candidate components usually lack one or more required features. Further, the relations between the system requirements and component requirements are complex. Architecture specification: the use of components has an impact on the choice of the system architecture, as it must take into account not only the requirements, but also the available components. Component models: Component models for real-time systems are still in the very early phase of development. In general, existing component models do not support the specification of functional and extra-functional properties, in particular timing and QoS properties. Component evaluation and verification (possibly for certification): the trustworthiness of a component, which is the reliability of component in relation to its interface specification, is an important issue. The issue is difficult since the trend is to deliver components in binary form and the component development process is outside the control of component users. Protocols for component certification are of great interest Component repositories: which address the issues of how to store and retrieve components, how to index components in a component library, and how to find "similar" components. Managing changes in component requirements: an important issue are changes to components over time and possible conflicts arising from different coexisting versions of a component within the same system. A precise interface specification should allow clarifying this issue. Update and replacement of components at run-time is useful for many real-time systems. In the context of design-time composition, it is a challenge to combine this feature with design-time optimization across component boundaries. For all areas, it is evident that appropriate tools are essential for a successful component-based development. In non real-time domains there exists various tools supporting model based and component-based development and they have proved to be successful, but in the real-time domains there is a lack of such tools. There is thus a unique opportunity for transferring essential results from research into industry through development of tool suites. © Springer-Verlag Berlin Heidelberg 2005.
SCOPUS;2005;Efficient response time predictions by exploiting application and resource state similarities;;In large-scale Grids with many possible resources (clusters of computing elements) to run applications, it is useful that the resources can provide predictions of job response times so users or resource brokers can make better scheduling decisions. Two metrics need to be estimated for response time predictions: one is how long a job executes on the resource (application run time), the other is how long the job waits in the queue before starting (queue wait time). In this paper we propose an Instance Based Learning technique to predict these two metrics by mining historical workloads. The novelty of our approach is to introduce policy attributes in representing and comparing resource states, which is defined as the pool of running and queued jobs on the resource at the time to make a prediction. The policy attributes reflect the local resource scheduling policies and they can be automatically discovered using a genetic search algorithm. The main advantages of this approach compared with scheduler simulation are twofolds: Firstly, it has a better performance to meet the real time requirement of Grid resource brokering,, secondly, it is more general because the scheduling policies are learned from past observations. Our experimental results on the NIKHEF LCG production cluster show that acceptable prediction accuracy can be obtained, where the relative prediction errors for response times are between 0.35 and 0.70. © 2005 IEEE.
SCOPUS;2005;Dynamic preemption threshold scheduling for specific real-time control systems;Dynamic preemption threshold,, Real-time systems,, Scheduling algorithm;Application specific operating systems (ASOS) are developing quickly as a new trend in real-time control systems development. It often belongs to system on chip. The scheduling for ASOS should satisfy two basic demands (a) Context switching overheads are not significant,, (b) The scheduling should use small amount of RAM memory. According to characteristics of ASOS, we present a novel scheduling algorithm, named dynamic preemption threshold (DPT) scheduling, which integrates preemption threshold scheduling into the EDF (earliest deadline first). The scheduling can achieve greater processor utilization, theoretically even up to all of a processor capacity. Meanwhile, the preemption times between tasks can be effectively decreased using DPT scheduling by two ways: 1) threads allocating,, 2) dynamic thresholds regularly adjusting at runtime. With the reduction of task preemptions, memory requirements are also decreased. In addition, the DPT gives an approach to transform a static model to dynamic model seamlessly. The DPT algorithm can perfectly schedule a mixed task set with preemptive and non-preemptive tasks, and subsumes both as special cases. Thus it remains the scheduling flexibility and also decreases unnecessary context switching and memory requirements at runtime. © 2005 IEEE.
SCOPUS;2005;Monitoring with behavior view diagrams for debugging;;UML sequence diagrams are widely used during requirements analysis and design for specifying the expected message exchanges among a set of objects in various scenarios for the program to perform a certain task. In this paper, we present the behavior view diagrams, a type of extended sequence diagrams, to facilitate execution monitoring during debugging. Using a behavior view diagram, software developers can precisely specify the runtime objects whose behaviors will be monitored during debugging. Software developers can also specify the important message exchanges to be observed among these objects during the progress of various scenarios, and may further define the monitoring actions to be performed for inspecting the program state when a message exchange is observed. We also present a debugger that can automatically monitor the program execution using the information specified in a behavior view diagram. Through this monitoring, the debugger can not only check whether the scenarios are progressed as intended, but also check whether the actions performed by the program have the the desired effects on the program states. Therefore, it will be useful for detecting and localizing bugs. © 2005 IEEE.
SCOPUS;2005;Engineering runtime requirements-monitoring systems using MDA technologies;;The Model-Driven Architecture (MDA) technology toolset includes a language for describing the structure of meta-data, the MOF, and a language for describing consistency properties that data must exhibit, the OCL. Off-the-shelf tools can generate meta-data repositories and perform consistency checking over the data they contain. In this paper we describe how these tools can be used to implement runtime requirements monitoring of systems by modelling the required behaviour of the system, implementing a meta-data repository to collect system data, and consistency checking the repository to discover violations. We evaluate the approach by implementing a contract checker for the SLAng service-level agreement language, a language defined using a MOF meta-model, and integrating the checker into an Enterprise JavaBeans application. We discuss scalability issues resulting from immaturities in the applied technologies, leading to recommendations for their future development. © Springer-Verlag Berlin Heidelberg 2005.
SCOPUS;2005;A PES for use in highly safety-critical control;;The programmable electronic systems currently employed in safety-critical control implement either strictly periodical or task-based operation. Here, a concept combining the advantages of both principles is presented. Its most essential characteristics are task execution without the use of asynchronous interrupts, and a tightly integrated hardware scheme to detect processing failures, for non-intrusive monitoring, and forward recovery at runtime. The architecture builds up on physical separation of task execution and task administration, which is implemented in form of a digital circuitry. Time is quantised into execution intervals, and tasks are partitioned into execution blocks matching these intervals. This concept lowers the complexity of both hardware and temporal behaviour and, thus, conforms particularly well with the requirements of the safety standard IEC 61508. © 2005 IEEE.
SCOPUS;2005;A note on an L-approach for solving the manufacturer's pallet loading problem;Cutting and packing,, Implementation,, Pallet and container loading,, Recursive algorithm;An L-approach for packing (l,w)-rectangles into an (L,W)-rectangle was introduced in an earlier work by Lins, Lins and Morabito. They conjecture that the L-approach is exact and point out its runtime requirements as the main drawback. In this note it is shown that, by simply using a different data structure, the runtime is considerably reduced in spite of larger (but affordable) memory requirements. This reduction is important for practical purposes since it makes the algorithm much more acceptable for supporting actual decisions in pallet loading. Intensive numerical experiments showing the efficiency and effectiveness of the algorithm are presented © 2005 Operational Research Society Ltd. All rights reserved.
SCOPUS;2005;Effective adaptive computing environment management via dynamic optimization;;To minimize the surging power consumption of microprocessors, adaptive computing environments (ACEs) where microarchitectural resources can be dynamically tuned to match a program's runtime requirement and characteristics are becoming increasingly common. Adaptive computing environments usually have multiple configurable hardware units, necessitating exploration of a large number of combinatorial configurations in order to identify the most energy-efficient configuration. In this paper, we propose a scheme for efficient management of multiple configurable units, utilizing the inherent capabilities of dynamic optimization systems. Most dynamic optimizers typically detect dominant code regions (hotspots). We develop an ACE management scheme where hotpot boundaries are used for phase detection and adaptation. Since hotspots are of variable sizes and are often nested, program phase behavior which is hierarchical in nature is automatically captured in this technique. To demonstrate the usefulness and effectiveness of our framework, we use the proposed framework to dynamically adapt the sizes of L1 data and L2 caches that have different reconfiguration latencies and overheads. Our technique reduces L1D and L2 cache energy consumption by 47% and 58%, while a popular previously proposed technique only achieves reduction of 32% and 52% respectively.
SCOPUS;2005;Construction of weighted finite state transducers for very wide context-dependent acoustic models;;A previous paper by the authors described an algorithm for efficient construction of Weighted Finite State Transducers for speech recognition when high-order context-dependent models of order K > 3 (triphones) with tied state observation distributions are used, and showed practical application of the algorithm up to K = 5 (quinphones). In this paper we give additional details of the improved implementation and analyze the algorithm's practical runtime requirements and memory footprint for context-orders up to K = 13 (+/-6 phones context) when building fully cross-word capable WFSTs for large vocabulary speech recognition tasks. We show that for typical systems it is possible to use any practical context-order K ≤ 13 without having to fear an exponential explosion of the search space, since the necessary state ID to phone transducer (resembling a phone-loop observing all possible K-phone constraints) can be built in a few minutes at most. The paper also gives some implementation details of how we efficiently collect context statistics and build phonetic decision trees for very wide context-dependent acoustic models. © 2005 IEEE.
SCOPUS;2005;Semantic and syntactic modeling of component-based services for context-aware pervasive systems using OWL-s;;In this paper, we present a service design methodology and specification as a basis for a pervasive context-aware service infrastructure. The service specification is based on the OWL-s specification, a standard proposed to add a semantic layer on top of WSDL web service descriptions. We have defined a set of OWL-s concepts that make it possible to express various pervasive service related properties, including service adaptation, relocation, personalization, deployment and runtime requirements. Though not straightforward to parse within strict resource boundaries, OWL-s provides an open, flexible specification language for expressing syntactic and semantic pervasive service characteristics and it increases service interoperability.
SCOPUS;2005;Tracing cross-cutting requirements via context-based constraints;;In complex systems, it is difficult to identify which system element is involved in which requirement. In this article, we present a new approach for expressing and validating a requirement even if we don't precisely know which system elements are involved: a context-based constraint (CoCon) can identify the involved elements according to their context. CoCons support checking the system for compliance with requirements during (re-)design, during (re-)configuration or at runtime because they specify requirements on an abstract level independent of the monitored artefact type. They facilitate handling cross-cutting requirements for possibly large, overlapping or dynamically changing sets of system elements - even across different artefact types or platforms. Besides defining CoCons, we discuss algorithms for detecting violated or contradicting CoCons. © 2005 IEEE.
SCOPUS;2005;Correlating features and code using a compact two-sided trace analysis approach;Dynamic Analysis,, Feature,, Feature-Traces,, Software Evolution,, Software Metrics;Software developers are constantly required to modify and adapt application features in response to changing requirements. The problem is that just by reading the source code, it is difficult to determine how classes and methods contribute to the runtime behavior of features. Moreover, dependencies between system features are not obvious, consequently software maintenance operations often result in unintended side effects. To tackle these problems, we propose a compact feature-driven approach (i.e., summarized trace information) based on dynamic analysis to characterize features and computational units of an application. We extract execution traces to achieve an explicit mapping between features and classes using two complementary perspectives. We apply our approach to two case studies and we report our findings. © 2005 IEEE.
SCOPUS;2005;A CORBA-based dynamic reconfigurable middleware;;The widespread Internet and mobile applications demand increasing requirements for easy and flexible to reconfigure a deployed system during run time. The middleware proposed to help programmer developing distributed application automatically inherits these demands and requirements. In his paper we present a CORBA based middleware system that adopts our technology of Routing Based Workflow (RBW). RBW has modeled the execution environment of cooperative components. Within RBW component instances are temporally bound to routing for their functionality execution. It is the temporal binding makes the dynamic reconfiguration of software components easy to realize and greatly simplify the hard problems of preserving consistency. © Springer-Verlag Berlin Heidelberg 2005.
SCOPUS;2005;Autonomic runtime system for large scale parallel and distributed applications;;The development of efficient parallel algorithms for large scale wildfire simulations is a challenging research problem because the factors that determine wildfire behavior are complex,, they include fuel characteristics and configurations, chemical reactions, balances between different modes of heat transfer, topography, and fire/atmosphere interactions. These factors make static parallel algorithms inefficient, especially when large number of processors are used because we cannot predict accurately the propagation of the fire and its computational requirements at runtime. In this paper, we present an Autonomic Runtime Manager (ARM) to dynamically exploit the physics properties of the fire simulation and use them as the basis of our self-optimization algorithm. At each step of the wildfire simulation, the ARM decomposes the computational domain into several natural regions (e.g., burning, unburned, burned) where each region has the same temporal and special characteristics. The number of burning, unburned and burned cells determines the current state of the fire simulation and can then be used to accurately predict the computational power required for each region. By regularly monitoring the state of the simulation and analyzing it, and use that to drive the runtime optimization, we can achieve significant performance gains because we can efficiently balance the computational load on each processor. Our experimental results show that the performance of the fire simulation has been improved by 45% when compared with a static portioning algorithm that does not take into considerations the state of the computations. © Springer-Verlag Berlin Heidelberg 2005.
